Header format=1 ntrks=1 division=384
Track start
Time=0  Tempo, microseconds-per-MIDI-quarter-note=500000
Time=31736  Note on, chan=1 pitch=72 vol=0
Time=31740  Note on, chan=1 pitch=84 vol=0
Time=31748  Note on, chan=1 pitch=65 vol=0
Time=31748  Note on, chan=1 pitch=55 vol=0
Time=31764  Note on, chan=1 pitch=79 vol=0
Time=31764  Note on, chan=1 pitch=61 vol=0
Time=32200  Parameter, chan=1 c1=64 c2=0
Time=32240  Note on, chan=1 pitch=70 vol=73
Time=32240  Note on, chan=1 pitch=82 vol=76
Time=32252  Note on, chan=1 pitch=75 vol=79
Time=32256  Note on, chan=1 pitch=60 vol=79
Time=32260  Note on, chan=1 pitch=55 vol=73
Time=32264  Note on, chan=1 pitch=63 vol=64
Time=32264  Note on, chan=1 pitch=58 vol=62
Time=32352  Parameter, chan=1 c1=64 c2=127
Time=32420  Note on, chan=1 pitch=55 vol=0
Time=32428  Note on, chan=1 pitch=82 vol=0
Time=32432  Note on, chan=1 pitch=60 vol=0
Time=32436  Note on, chan=1 pitch=63 vol=0
Time=32436  Note on, chan=1 pitch=75 vol=0
Time=32436  Note on, chan=1 pitch=70 vol=0
Time=32448  Note on, chan=1 pitch=58 vol=0
Time=32984  Parameter, chan=1 c1=64 c2=0
Time=32996  Note on, chan=1 pitch=68 vol=64
Time=32996  Note on, chan=1 pitch=63 vol=57
Time=33004  Note on, chan=1 pitch=67 vol=85
Time=33004  Note on, chan=1 pitch=72 vol=79
Time=33012  Note on, chan=1 pitch=53 vol=73
Time=33012  Note on, chan=1 pitch=60 vol=70
Time=33236  Parameter, chan=1 c1=64 c2=127
Time=33344  Note on, chan=1 pitch=67 vol=0
Time=33360  Note on, chan=1 pitch=53 vol=0
Time=33360  Note on, chan=1 pitch=68 vol=0
Time=33368  Note on, chan=1 pitch=60 vol=0
Time=33372  Note on, chan=1 pitch=63 vol=0
Time=33380  Note on, chan=1 pitch=72 vol=0
Time=33756  Parameter, chan=1 c1=64 c2=0
Time=33816  Note on, chan=1 pitch=61 vol=70
Time=33820  Note on, chan=1 pitch=56 vol=73
Time=33972  Parameter, chan=1 c1=64 c2=127
Time=34084  Note on, chan=1 pitch=65 vol=76
Time=34100  Note on, chan=1 pitch=61 vol=0
Time=34112  Note on, chan=1 pitch=56 vol=0
Time=34124  Note on, chan=1 pitch=65 vol=0
Time=34212  Note on, chan=1 pitch=68 vol=76
Time=34272  Note on, chan=1 pitch=68 vol=0
Time=34432  Parameter, chan=1 c1=64 c2=0
Time=34452  Note on, chan=1 pitch=67 vol=82
Time=34460  Note on, chan=1 pitch=64 vol=76
Time=34460  Note on, chan=1 pitch=61 vol=70
Time=34472  Note on, chan=1 pitch=55 vol=82
Time=34812  Parameter, chan=1 c1=64 c2=127
Time=34928  Note on, chan=1 pitch=55 vol=0
Time=34936  Note on, chan=1 pitch=61 vol=0
Time=34936  Note on, chan=1 pitch=64 vol=0
Time=34936  Note on, chan=1 pitch=67 vol=0
Time=35272  Parameter, chan=1 c1=64 c2=0
Time=35296  Note on, chan=1 pitch=67 vol=76
Time=35296  Note on, chan=1 pitch=63 vol=67
Time=35296  Note on, chan=1 pitch=70 vol=64
Time=35304  Note on, chan=1 pitch=60 vol=79
Time=35308  Note on, chan=1 pitch=58 vol=62
Time=35652  Parameter, chan=1 c1=64 c2=127
Time=35796  Note on, chan=1 pitch=67 vol=0
Time=35812  Note on, chan=1 pitch=63 vol=0
Time=35828  Note on, chan=1 pitch=60 vol=0
Time=35836  Note on, chan=1 pitch=58 vol=0
Time=35836  Note on, chan=1 pitch=70 vol=0
Time=36292  Parameter, chan=1 c1=64 c2=0
Time=36328  Note on, chan=1 pitch=58 vol=76
Time=36332  Note on, chan=1 pitch=72 vol=76
Time=36336  Note on, chan=1 pitch=67 vol=82
Time=36388  Note on, chan=1 pitch=58 vol=0
Time=36392  Note on, chan=1 pitch=67 vol=0
Time=36400  Note on, chan=1 pitch=72 vol=0
Time=37092  Note on, chan=1 pitch=67 vol=70
Time=37100  Note on, chan=1 pitch=58 vol=76
Time=37100  Note on, chan=1 pitch=72 vol=73
Time=37140  Note on, chan=1 pitch=72 vol=0
Time=37148  Note on, chan=1 pitch=67 vol=0
Time=37160  Note on, chan=1 pitch=58 vol=0
Time=37596  Note on, chan=1 pitch=70 vol=64
Time=37600  Note on, chan=1 pitch=60 vol=73
Time=37604  Note on, chan=1 pitch=63 vol=67
Time=37608  Note on, chan=1 pitch=55 vol=82
Time=37624  Parameter, chan=1 c1=64 c2=127
Time=37688  Note on, chan=1 pitch=55 vol=0
Time=37692  Note on, chan=1 pitch=60 vol=0
Time=37700  Note on, chan=1 pitch=63 vol=0
Time=37700  Note on, chan=1 pitch=70 vol=0
Time=37832  Parameter, chan=1 c1=64 c2=0
Time=37876  Note on, chan=1 pitch=51 vol=85
Time=37964  Parameter, chan=1 c1=64 c2=127
Time=38068  Note on, chan=1 pitch=51 vol=0
Time=38120  Note on, chan=1 pitch=67 vol=85
Time=38128  Note on, chan=1 pitch=60 vol=76
Time=38132  Note on, chan=1 pitch=63 vol=73
Time=38172  Note on, chan=1 pitch=63 vol=0
Time=38184  Note on, chan=1 pitch=60 vol=0
Time=38188  Note on, chan=1 pitch=67 vol=0
Time=38328  Parameter, chan=1 c1=64 c2=0
Time=38384  Note on, chan=1 pitch=57 vol=85
Time=38388  Note on, chan=1 pitch=63 vol=76
Time=38388  Note on, chan=1 pitch=66 vol=73
Time=38392  Note on, chan=1 pitch=60 vol=85
Time=39052  Parameter, chan=1 c1=64 c2=127
Time=39196  Note on, chan=1 pitch=57 vol=0
Time=39212  Note on, chan=1 pitch=60 vol=0
Time=39248  Note on, chan=1 pitch=63 vol=0
Time=39256  Note on, chan=1 pitch=66 vol=0
Time=39920  Parameter, chan=1 c1=64 c2=0
Time=39936  Note on, chan=1 pitch=68 vol=70
Time=39940  Note on, chan=1 pitch=61 vol=76
Time=39944  Note on, chan=1 pitch=65 vol=76
Time=39948  Note on, chan=1 pitch=72 vol=73
Time=39948  Note on, chan=1 pitch=56 vol=79
Time=40260  Parameter, chan=1 c1=64 c2=127
Time=40612  Note on, chan=1 pitch=65 vol=0
Time=40620  Note on, chan=1 pitch=56 vol=0
Time=40620  Note on, chan=1 pitch=61 vol=0
Time=40636  Note on, chan=1 pitch=68 vol=0
Time=40656  Note on, chan=1 pitch=72 vol=0
Time=41416  Parameter, chan=1 c1=64 c2=0
Time=41716  Note on, chan=1 pitch=56 vol=85
Time=41716  Note on, chan=1 pitch=61 vol=85
Time=41720  Note on, chan=1 pitch=84 vol=79
Time=41720  Note on, chan=1 pitch=77 vol=79
Time=41724  Note on, chan=1 pitch=72 vol=76
Time=41728  Note on, chan=1 pitch=65 vol=76
Time=41756  Note on, chan=1 pitch=72 vol=0
Time=41756  Note on, chan=1 pitch=77 vol=0
Time=41756  Note on, chan=1 pitch=84 vol=0
Time=41764  Note on, chan=1 pitch=65 vol=0
Time=41776  Note on, chan=1 pitch=61 vol=0
Time=41780  Note on, chan=1 pitch=56 vol=0
Time=42104  Note on, chan=1 pitch=72 vol=79
Time=42104  Note on, chan=1 pitch=84 vol=79
Time=42108  Note on, chan=1 pitch=79 vol=79
Time=42112  Note on, chan=1 pitch=61 vol=79
Time=42112  Note on, chan=1 pitch=55 vol=89
Time=42116  Note on, chan=1 pitch=65 vol=82
Time=42404  Parameter, chan=1 c1=64 c2=127
Time=42484  Note on, chan=1 pitch=84 vol=0
Time=42492  Note on, chan=1 pitch=72 vol=0
Time=42504  Note on, chan=1 pitch=79 vol=0
Time=42512  Note on, chan=1 pitch=65 vol=0
Time=42520  Note on, chan=1 pitch=55 vol=0
Time=42532  Note on, chan=1 pitch=61 vol=0
Time=42996  Parameter, chan=1 c1=64 c2=0
Time=43012  Note on, chan=1 pitch=82 vol=79
Time=43016  Note on, chan=1 pitch=70 vol=67
Time=43020  Note on, chan=1 pitch=75 vol=73
Time=43024  Note on, chan=1 pitch=58 vol=62
Time=43028  Note on, chan=1 pitch=55 vol=76
Time=43028  Note on, chan=1 pitch=63 vol=70
Time=43032  Note on, chan=1 pitch=60 vol=79
Time=43528  Parameter, chan=1 c1=64 c2=127
Time=43932  Note on, chan=1 pitch=75 vol=0
Time=43932  Note on, chan=1 pitch=82 vol=0
Time=43944  Note on, chan=1 pitch=60 vol=0
Time=43948  Note on, chan=1 pitch=63 vol=0
Time=43948  Note on, chan=1 pitch=70 vol=0
Time=43952  Note on, chan=1 pitch=55 vol=0
Time=43960  Note on, chan=1 pitch=58 vol=0
Time=44492  Parameter, chan=1 c1=64 c2=0
Time=44504  Note on, chan=1 pitch=53 vol=85
Time=44512  Note on, chan=1 pitch=66 vol=76
Time=44512  Note on, chan=1 pitch=63 vol=76
Time=44512  Note on, chan=1 pitch=57 vol=82
Time=44516  Note on, chan=1 pitch=60 vol=79
Time=45096  Parameter, chan=1 c1=64 c2=127
Time=45476  Note on, chan=1 pitch=57 vol=0
Time=45480  Note on, chan=1 pitch=60 vol=0
Time=45508  Note on, chan=1 pitch=63 vol=0
Time=45508  Note on, chan=1 pitch=53 vol=0
Time=45516  Note on, chan=1 pitch=66 vol=0
Time=46004  Parameter, chan=1 c1=64 c2=0
Time=46084  Note on, chan=1 pitch=61 vol=73
Time=46088  Note on, chan=1 pitch=68 vol=64
Time=46092  Note on, chan=1 pitch=72 vol=79
Time=46092  Note on, chan=1 pitch=65 vol=76
Time=46096  Note on, chan=1 pitch=56 vol=79
Time=46212  Parameter, chan=1 c1=64 c2=127
Time=46360  Note on, chan=1 pitch=65 vol=0
Time=46364  Note on, chan=1 pitch=72 vol=0
Time=46372  Note on, chan=1 pitch=68 vol=0
Time=46388  Note on, chan=1 pitch=56 vol=0
Time=46392  Note on, chan=1 pitch=61 vol=0
Time=46712  Note on, chan=1 pitch=61 vol=85
Time=46716  Note on, chan=1 pitch=56 vol=85
Time=46716  Note on, chan=1 pitch=72 vol=82
Time=46720  Note on, chan=1 pitch=68 vol=64
Time=46724  Note on, chan=1 pitch=65 vol=73
Time=46724  Parameter, chan=1 c1=64 c2=0
Time=46760  Note on, chan=1 pitch=65 vol=0
Time=46776  Note on, chan=1 pitch=68 vol=0
Time=46776  Note on, chan=1 pitch=61 vol=0
Time=46780  Note on, chan=1 pitch=72 vol=0
Time=46784  Note on, chan=1 pitch=56 vol=0
Time=47860  Note on, chan=1 pitch=56 vol=82
Time=47864  Note on, chan=1 pitch=61 vol=82
Time=47868  Note on, chan=1 pitch=84 vol=79
Time=47868  Note on, chan=1 pitch=65 vol=76
Time=47872  Note on, chan=1 pitch=77 vol=76
Time=47872  Note on, chan=1 pitch=72 vol=64
Time=47908  Note on, chan=1 pitch=77 vol=0
Time=47908  Note on, chan=1 pitch=65 vol=0
Time=47908  Note on, chan=1 pitch=84 vol=0
Time=47912  Note on, chan=1 pitch=72 vol=0
Time=47924  Note on, chan=1 pitch=61 vol=0
Time=47928  Note on, chan=1 pitch=56 vol=0
Time=48256  Note on, chan=1 pitch=84 vol=79
Time=48256  Note on, chan=1 pitch=61 vol=76
Time=48260  Note on, chan=1 pitch=79 vol=79
Time=48264  Note on, chan=1 pitch=72 vol=76
Time=48264  Note on, chan=1 pitch=65 vol=79
Time=48268  Note on, chan=1 pitch=55 vol=82
Time=48480  Parameter, chan=1 c1=64 c2=127
Time=48624  Note on, chan=1 pitch=72 vol=0
Time=48624  Note on, chan=1 pitch=84 vol=0
Time=48636  Note on, chan=1 pitch=79 vol=0
Time=48644  Note on, chan=1 pitch=65 vol=0
Time=48660  Note on, chan=1 pitch=55 vol=0
Time=48660  Note on, chan=1 pitch=61 vol=0
Time=49072  Parameter, chan=1 c1=64 c2=0
Time=49136  Note on, chan=1 pitch=82 vol=79
Time=49140  Note on, chan=1 pitch=70 vol=73
Time=49144  Note on, chan=1 pitch=75 vol=76
Time=49148  Note on, chan=1 pitch=60 vol=82
Time=49152  Note on, chan=1 pitch=63 vol=73
Time=49152  Note on, chan=1 pitch=55 vol=79
Time=49152  Note on, chan=1 pitch=58 vol=67
Time=49216  Parameter, chan=1 c1=64 c2=127
Time=49240  Note on, chan=1 pitch=75 vol=0
Time=49244  Note on, chan=1 pitch=55 vol=0
Time=49252  Note on, chan=1 pitch=70 vol=0
Time=49256  Note on, chan=1 pitch=82 vol=0
Time=49260  Note on, chan=1 pitch=63 vol=0
Time=49260  Note on, chan=1 pitch=60 vol=0
Time=49268  Note on, chan=1 pitch=58 vol=0
Time=49748  Parameter, chan=1 c1=64 c2=0
Time=49764  Note on, chan=1 pitch=68 vol=67
Time=49768  Note on, chan=1 pitch=75 vol=70
Time=49772  Note on, chan=1 pitch=72 vol=82
Time=49772  Note on, chan=1 pitch=63 vol=79
Time=49776  Note on, chan=1 pitch=58 vol=73
Time=49780  Note on, chan=1 pitch=52 vol=82
Time=50040  Parameter, chan=1 c1=64 c2=127
Time=50164  Note on, chan=1 pitch=72 vol=0
Time=50172  Note on, chan=1 pitch=52 vol=0
Time=50180  Note on, chan=1 pitch=63 vol=0
Time=50184  Note on, chan=1 pitch=58 vol=0
Time=50196  Note on, chan=1 pitch=75 vol=0
Time=50196  Note on, chan=1 pitch=68 vol=0
Time=50628  Parameter, chan=1 c1=64 c2=0
Time=50672  Note on, chan=1 pitch=56 vol=76
Time=50676  Note on, chan=1 pitch=67 vol=73
Time=50676  Note on, chan=1 pitch=72 vol=79
Time=50680  Note on, chan=1 pitch=60 vol=67
Time=50684  Note on, chan=1 pitch=55 vol=82
Time=50804  Parameter, chan=1 c1=64 c2=127
Time=50844  Note on, chan=1 pitch=55 vol=0
Time=50848  Note on, chan=1 pitch=56 vol=0
Time=50852  Note on, chan=1 pitch=60 vol=0
Time=50856  Note on, chan=1 pitch=67 vol=0
Time=50864  Note on, chan=1 pitch=72 vol=0
Time=51432  Parameter, chan=1 c1=64 c2=0
Time=51452  Note on, chan=1 pitch=68 vol=67
Time=51456  Note on, chan=1 pitch=56 vol=64
Time=51460  Note on, chan=1 pitch=65 vol=73
Time=51468  Note on, chan=1 pitch=50 vol=67
Time=51468  Note on, chan=1 pitch=60 vol=59
Time=51640  Parameter, chan=1 c1=64 c2=127
Time=51824  Note on, chan=1 pitch=50 vol=0
Time=51856  Note on, chan=1 pitch=56 vol=0
Time=51860  Note on, chan=1 pitch=60 vol=0
Time=51876  Note on, chan=1 pitch=65 vol=0
Time=51896  Note on, chan=1 pitch=68 vol=0
Time=52156  Parameter, chan=1 c1=64 c2=0
Time=52236  Note on, chan=1 pitch=68 vol=73
Time=52240  Note on, chan=1 pitch=59 vol=70
Time=52244  Note on, chan=1 pitch=53 vol=79
Time=52244  Note on, chan=1 pitch=65 vol=76
Time=52324  Parameter, chan=1 c1=64 c2=127
Time=52328  Note on, chan=1 pitch=65 vol=0
Time=52332  Note on, chan=1 pitch=59 vol=0
Time=52336  Note on, chan=1 pitch=53 vol=0
Time=52336  Note on, chan=1 pitch=68 vol=0
Time=52832  Parameter, chan=1 c1=64 c2=0
Time=52844  Note on, chan=1 pitch=58 vol=67
Time=52848  Note on, chan=1 pitch=68 vol=64
Time=52848  Note on, chan=1 pitch=63 vol=67
Time=52852  Note on, chan=1 pitch=72 vol=73
Time=52860  Note on, chan=1 pitch=52 vol=70
Time=53048  Parameter, chan=1 c1=64 c2=127
Time=53160  Note on, chan=1 pitch=63 vol=0
Time=53184  Note on, chan=1 pitch=52 vol=0
Time=53188  Note on, chan=1 pitch=72 vol=0
Time=53204  Note on, chan=1 pitch=68 vol=0
Time=53208  Note on, chan=1 pitch=58 vol=0
Time=53660  Parameter, chan=1 c1=64 c2=0
Time=53740  Note on, chan=1 pitch=70 vol=76
Time=53748  Note on, chan=1 pitch=67 vol=79
Time=53756  Note on, chan=1 pitch=56 vol=64
Time=53756  Note on, chan=1 pitch=55 vol=76
Time=53764  Parameter, chan=1 c1=64 c2=127
Time=53764  Note on, chan=1 pitch=60 vol=55
Time=53896  Note on, chan=1 pitch=55 vol=0
Time=53920  Note on, chan=1 pitch=60 vol=0
Time=53928  Note on, chan=1 pitch=56 vol=0
Time=53968  Note on, chan=1 pitch=70 vol=0
Time=53988  Note on, chan=1 pitch=67 vol=0
Time=54044  Parameter, chan=1 c1=64 c2=0
Time=54124  Note on, chan=1 pitch=70 vol=73
Time=54128  Note on, chan=1 pitch=67 vol=82
Time=54136  Note on, chan=1 pitch=55 vol=85
Time=54140  Note on, chan=1 pitch=56 vol=70
Time=54140  Note on, chan=1 pitch=60 vol=67
Time=54172  Parameter, chan=1 c1=64 c2=127
Time=54180  Note on, chan=1 pitch=60 vol=0
Time=54180  Note on, chan=1 pitch=55 vol=0
Time=54200  Note on, chan=1 pitch=56 vol=0
Time=54212  Note on, chan=1 pitch=67 vol=0
Time=54244  Note on, chan=1 pitch=70 vol=0
Time=54396  Parameter, chan=1 c1=64 c2=0
Time=54396  Note on, chan=1 pitch=68 vol=62
Time=54404  Note on, chan=1 pitch=50 vol=85
Time=54404  Note on, chan=1 pitch=65 vol=73
Time=54408  Note on, chan=1 pitch=60 vol=76
Time=54412  Note on, chan=1 pitch=56 vol=59
Time=54728  Parameter, chan=1 c1=64 c2=127
Time=54852  Note on, chan=1 pitch=65 vol=0
Time=54852  Note on, chan=1 pitch=50 vol=0
Time=54876  Note on, chan=1 pitch=60 vol=0
Time=54880  Note on, chan=1 pitch=56 vol=0
Time=54880  Note on, chan=1 pitch=68 vol=0
Time=55224  Parameter, chan=1 c1=64 c2=0
Time=55284  Note on, chan=1 pitch=61 vol=79
Time=55284  Note on, chan=1 pitch=68 vol=64
Time=55288  Note on, chan=1 pitch=73 vol=64
Time=55292  Note on, chan=1 pitch=56 vol=79
Time=55296  Note on, chan=1 pitch=65 vol=67
Time=55344  Note on, chan=1 pitch=65 vol=0
Time=55352  Note on, chan=1 pitch=61 vol=0
Time=55356  Note on, chan=1 pitch=56 vol=0
Time=55356  Note on, chan=1 pitch=68 vol=0
Time=55360  Note on, chan=1 pitch=73 vol=0
Time=55928  Note on, chan=1 pitch=72 vol=85
Time=55928  Note on, chan=1 pitch=61 vol=82
Time=55932  Note on, chan=1 pitch=67 vol=85
Time=55936  Note on, chan=1 pitch=55 vol=85
Time=56148  Parameter, chan=1 c1=64 c2=127
Time=56308  Note on, chan=1 pitch=67 vol=0
Time=56360  Note on, chan=1 pitch=72 vol=0
Time=56364  Note on, chan=1 pitch=55 vol=0
Time=56376  Note on, chan=1 pitch=61 vol=0
Time=56772  Parameter, chan=1 c1=64 c2=0
Time=56780  Parameter, chan=1 c1=64 c2=127
Time=56788  Parameter, chan=1 c1=64 c2=0
Time=56824  Note on, chan=1 pitch=82 vol=76
Time=56832  Note on, chan=1 pitch=70 vol=57
Time=56832  Note on, chan=1 pitch=75 vol=73
Time=56840  Note on, chan=1 pitch=55 vol=76
Time=56840  Note on, chan=1 pitch=60 vol=73
Time=56840  Note on, chan=1 pitch=58 vol=62
Time=56848  Note on, chan=1 pitch=63 vol=54
Time=56888  Note on, chan=1 pitch=63 vol=0
Time=56892  Note on, chan=1 pitch=60 vol=0
Time=56892  Note on, chan=1 pitch=70 vol=0
Time=56896  Note on, chan=1 pitch=55 vol=0
Time=56900  Note on, chan=1 pitch=75 vol=0
Time=56904  Note on, chan=1 pitch=82 vol=0
Time=56908  Note on, chan=1 pitch=58 vol=0
Time=57840  Note on, chan=1 pitch=75 vol=67
Time=57844  Note on, chan=1 pitch=68 vol=64
Time=57844  Note on, chan=1 pitch=67 vol=62
Time=57852  Note on, chan=1 pitch=56 vol=67
Time=57852  Note on, chan=1 pitch=55 vol=76
Time=57856  Note on, chan=1 pitch=60 vol=64
Time=57892  Note on, chan=1 pitch=60 vol=0
Time=57892  Note on, chan=1 pitch=55 vol=0
Time=57892  Note on, chan=1 pitch=56 vol=0
Time=57892  Note on, chan=1 pitch=67 vol=0
Time=57908  Note on, chan=1 pitch=68 vol=0
Time=57908  Note on, chan=1 pitch=75 vol=0
Time=58580  Note on, chan=1 pitch=68 vol=67
Time=58584  Note on, chan=1 pitch=56 vol=67
Time=58588  Note on, chan=1 pitch=61 vol=52
Time=58588  Note on, chan=1 pitch=65 vol=67
Time=58624  Note on, chan=1 pitch=65 vol=0
Time=58624  Note on, chan=1 pitch=61 vol=0
Time=58624  Note on, chan=1 pitch=56 vol=0
Time=58628  Note on, chan=1 pitch=68 vol=0
Time=58988  Note on, chan=1 pitch=67 vol=85
Time=58992  Note on, chan=1 pitch=72 vol=85
Time=59000  Note on, chan=1 pitch=55 vol=89
Time=59000  Note on, chan=1 pitch=61 vol=79
Time=59140  Parameter, chan=1 c1=64 c2=127
Time=59344  Note on, chan=1 pitch=72 vol=0
Time=59360  Note on, chan=1 pitch=67 vol=0
Time=59392  Note on, chan=1 pitch=61 vol=0
Time=59412  Note on, chan=1 pitch=55 vol=0
Time=59856  Parameter, chan=1 c1=64 c2=0
Time=59896  Note on, chan=1 pitch=58 vol=70
Time=59900  Note on, chan=1 pitch=63 vol=70
Time=59900  Note on, chan=1 pitch=67 vol=73
Time=59904  Note on, chan=1 pitch=70 vol=67
Time=59908  Note on, chan=1 pitch=60 vol=67
Time=60088  Parameter, chan=1 c1=64 c2=127
Time=60196  Note on, chan=1 pitch=60 vol=0
Time=60200  Note on, chan=1 pitch=58 vol=0
Time=60208  Note on, chan=1 pitch=63 vol=0
Time=60232  Note on, chan=1 pitch=70 vol=0
Time=60232  Note on, chan=1 pitch=67 vol=0
Time=60836  Parameter, chan=1 c1=64 c2=0
Time=60900  Note on, chan=1 pitch=72 vol=82
Time=60904  Note on, chan=1 pitch=67 vol=82
Time=60904  Note on, chan=1 pitch=61 vol=79
Time=60908  Note on, chan=1 pitch=55 vol=82
Time=60940  Note on, chan=1 pitch=67 vol=0
Time=60940  Note on, chan=1 pitch=72 vol=0
Time=60944  Note on, chan=1 pitch=55 vol=0
Time=60956  Note on, chan=1 pitch=61 vol=0
Time=61672  Note on, chan=1 pitch=70 vol=73
Time=61676  Note on, chan=1 pitch=58 vol=79
Time=61676  Note on, chan=1 pitch=63 vol=73
Time=61680  Note on, chan=1 pitch=60 vol=76
Time=61716  Note on, chan=1 pitch=60 vol=0
Time=61740  Note on, chan=1 pitch=63 vol=0
Time=61748  Note on, chan=1 pitch=70 vol=0
Time=61756  Note on, chan=1 pitch=58 vol=0
Time=62432  Note on, chan=1 pitch=75 vol=79
Time=62436  Note on, chan=1 pitch=68 vol=67
Time=62440  Note on, chan=1 pitch=63 vol=82
Time=62440  Note on, chan=1 pitch=58 vol=76
Time=62444  Note on, chan=1 pitch=72 vol=89
Time=62444  Note on, chan=1 pitch=52 vol=82
Time=62496  Parameter, chan=1 c1=64 c2=127
Time=62584  Note on, chan=1 pitch=72 vol=0
Time=62600  Note on, chan=1 pitch=52 vol=0
Time=62600  Note on, chan=1 pitch=68 vol=0
Time=62616  Note on, chan=1 pitch=58 vol=0
Time=62616  Note on, chan=1 pitch=63 vol=0
Time=62616  Note on, chan=1 pitch=75 vol=0
Time=62932  Parameter, chan=1 c1=64 c2=0
Time=62964  Note on, chan=1 pitch=56 vol=73
Time=62968  Note on, chan=1 pitch=77 vol=82
Time=62968  Note on, chan=1 pitch=60 vol=79
Time=62972  Note on, chan=1 pitch=67 vol=70
Time=62972  Note on, chan=1 pitch=72 vol=79
Time=62976  Note on, chan=1 pitch=55 vol=85
Time=63080  Parameter, chan=1 c1=64 c2=127
Time=63404  Note on, chan=1 pitch=55 vol=0
Time=63408  Note on, chan=1 pitch=72 vol=0
Time=63408  Note on, chan=1 pitch=60 vol=0
Time=63412  Note on, chan=1 pitch=56 vol=0
Time=63416  Note on, chan=1 pitch=77 vol=0
Time=63420  Note on, chan=1 pitch=67 vol=0
Time=63616  Note on, chan=1 pitch=77 vol=82
Time=63620  Note on, chan=1 pitch=72 vol=82
Time=63624  Note on, chan=1 pitch=67 vol=76
Time=63628  Note on, chan=1 pitch=60 vol=85
Time=63628  Note on, chan=1 pitch=56 vol=79
Time=63632  Note on, chan=1 pitch=50 vol=85
Time=63640  Parameter, chan=1 c1=64 c2=0
Time=63664  Note on, chan=1 pitch=60 vol=0
Time=63664  Note on, chan=1 pitch=72 vol=0
Time=63668  Note on, chan=1 pitch=67 vol=0
Time=63680  Note on, chan=1 pitch=50 vol=0
Time=63680  Note on, chan=1 pitch=77 vol=0
Time=63688  Note on, chan=1 pitch=56 vol=0
Time=64496  Note on, chan=1 pitch=68 vol=73
Time=64500  Note on, chan=1 pitch=65 vol=82
Time=64504  Note on, chan=1 pitch=59 vol=64
Time=64512  Note on, chan=1 pitch=53 vol=79
Time=64544  Parameter, chan=1 c1=64 c2=127
Time=64776  Note on, chan=1 pitch=59 vol=0
Time=64784  Note on, chan=1 pitch=53 vol=0
Time=64796  Note on, chan=1 pitch=65 vol=0
Time=64820  Note on, chan=1 pitch=68 vol=0
Time=65056  Parameter, chan=1 c1=64 c2=0
Time=65120  Note on, chan=1 pitch=70 vol=70
Time=65124  Note on, chan=1 pitch=67 vol=76
Time=65128  Note on, chan=1 pitch=58 vol=67
Time=65140  Note on, chan=1 pitch=52 vol=73
Time=65184  Parameter, chan=1 c1=64 c2=127
Time=65332  Note on, chan=1 pitch=52 vol=0
Time=65352  Note on, chan=1 pitch=58 vol=0
Time=65352  Note on, chan=1 pitch=67 vol=0
Time=65376  Note on, chan=1 pitch=70 vol=0
Time=65468  Parameter, chan=1 c1=64 c2=0
Time=65508  Note on, chan=1 pitch=68 vol=70
Time=65512  Note on, chan=1 pitch=58 vol=73
Time=65516  Note on, chan=1 pitch=65 vol=76
Time=65524  Note on, chan=1 pitch=52 vol=76
Time=65572  Note on, chan=1 pitch=52 vol=0
Time=65576  Parameter, chan=1 c1=64 c2=127
Time=65604  Note on, chan=1 pitch=65 vol=0
Time=65608  Note on, chan=1 pitch=68 vol=0
Time=65624  Note on, chan=1 pitch=58 vol=0
Time=65968  Parameter, chan=1 c1=64 c2=0
Time=66016  Note on, chan=1 pitch=56 vol=67
Time=66016  Note on, chan=1 pitch=67 vol=79
Time=66020  Note on, chan=1 pitch=60 vol=67
Time=66020  Note on, chan=1 pitch=64 vol=73
Time=66024  Note on, chan=1 pitch=55 vol=73
Time=66084  Parameter, chan=1 c1=64 c2=127
Time=66292  Note on, chan=1 pitch=55 vol=0
Time=66292  Note on, chan=1 pitch=64 vol=0
Time=66300  Note on, chan=1 pitch=60 vol=0
Time=66308  Note on, chan=1 pitch=56 vol=0
Time=66312  Note on, chan=1 pitch=67 vol=0
Time=66656  Note on, chan=1 pitch=68 vol=73
Time=66660  Note on, chan=1 pitch=56 vol=79
Time=66660  Note on, chan=1 pitch=65 vol=82
Time=66664  Note on, chan=1 pitch=60 vol=82
Time=66668  Note on, chan=1 pitch=50 vol=82
Time=66672  Parameter, chan=1 c1=64 c2=0
Time=66696  Note on, chan=1 pitch=65 vol=0
Time=66708  Note on, chan=1 pitch=50 vol=0
Time=66708  Note on, chan=1 pitch=60 vol=0
Time=66724  Note on, chan=1 pitch=56 vol=0
Time=66732  Note on, chan=1 pitch=68 vol=0
Time=67548  Note on, chan=1 pitch=68 vol=70
Time=67552  Note on, chan=1 pitch=61 vol=82
Time=67552  Note on, chan=1 pitch=65 vol=82
Time=67556  Note on, chan=1 pitch=72 vol=85
Time=67556  Note on, chan=1 pitch=56 vol=85
Time=67604  Parameter, chan=1 c1=64 c2=127
Time=67696  Note on, chan=1 pitch=65 vol=0
Time=67712  Note on, chan=1 pitch=72 vol=0
Time=67716  Note on, chan=1 pitch=68 vol=0
Time=67724  Note on, chan=1 pitch=56 vol=0
Time=67724  Note on, chan=1 pitch=61 vol=0
Time=68216  Note on, chan=1 pitch=67 vol=85
Time=68220  Note on, chan=1 pitch=72 vol=85
